Date,Time_Period,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2021-08-02,0,0.5066666666666662,16.5,74.5,34.166666666666664,13.833333333333334,7.533333333333334,89.40499999999999,0,0,0
2021-08-02,1,0.5506666666666689,15.85,65.83333333333333,34.0,17.666666666666668,6.966666666666666,89.36833333333334,0,0,0
2021-08-02,2,1.5150000000000035,15.216666666666667,72.16666666666667,34.5,14.166666666666666,8.35,89.40833333333335,0,0,0
2021-08-02,3,1.401666666666667,16.05,73.66666666666667,35.0,13.5,8.35,89.36,0,0,0
2021-08-03,0,10.565666666666672,11.416666666666666,47.833333333333336,29.0,14.666666666666666,4.8,89.315,1,0,0
2021-08-03,1,1.042666666666665,8.383333333333333,25.666666666666668,15.0,15.833333333333334,6.416666666666667,89.15666666666668,1,0,0
2021-08-03,2,12.914999999999997,9.566666666666666,42.166666666666664,14.166666666666666,11.666666666666666,11.833333333333334,89.20166666666667,1,0,0
2021-08-03,3,0.2989999999999995,15.466666666666667,81.0,29.666666666666668,10.166666666666666,8.883333333333333,89.32666666666667,1,0,0
2021-08-04,0,16.69500000000002,11.383333333333333,61.166666666666664,16.833333333333332,10.333333333333334,6.400000000000001,89.38,2,0,0
2021-08-04,1,1.0056666666666652,10.950000000000001,37.666666666666664,19.666666666666668,15.166666666666666,6.400000000000001,89.22666666666667,2,0,0
2021-08-04,2,12.346666666666675,9.15,48.0,16.0,18.0,10.75,89.25666666666666,2,0,0
2021-08-04,3,2.14666666666667,10.916666666666666,72.66666666666667,10.5,3.3333333333333335,9.15,89.33,2,0,0
2021-08-05,0,18.131999999999998,9.733333333333333,55.333333333333336,20.5,8.0,14.766666666666666,89.05166666666666,3,0,0
2021-08-05,1,1.3710000000000004,5.866666666666667,22.333333333333332,18.166666666666668,15.0,13.966666666666667,88.72666666666667,3,0,0
