Date,Time_Period,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,C0D-1HA,C0D-2HA,C0D-3HA,C0D-4HA,C1D-1HA,C1D-2HA,C1D-3HA,C1D-4HA,C2D-1HA,C2D-2HA,C2D-3HA,C2D-4HA,C3D-1HA,C3D-2HA,C3D-3HA,C3D-4HA,C4D-1HA,C4D-2HA,C4D-3HA,C4D-4HA,C5D-1HA,C5D-2HA,C5D-3HA,C5D-4HA,Total_Accidents,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2019-12-12,2,0,1,1,0,0,1,1.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,2.0,1.0,6,0.0136666666666665,-12.633333333333333,83.66666666666667,24.33333333333333,14.333333333333334,7.783333333333334,88.31333333333333,3,0,0
2019-12-12,3,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0000000000000044,-12.583333333333334,88.16666666666667,21.5,7.833333333333333,10.983333333333334,87.96166666666666,3,0,0
2019-12-13,0,1,0,1,1,1,1,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,7,0.1630000000000003,-14.833333333333334,86.83333333333333,11.833333333333334,10.0,2.8000000000000003,88.835,4,0,0
2019-12-13,1,1,1,1,1,1,1,1.0,3.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,5.0,4.0,0.0,4.0,12,0.2306666666666668,-15.416666666666666,84.83333333333333,15.833333333333334,12.166666666666666,8.083333333333334,88.76333333333334,4,0,0
2019-12-13,2,1,1,0,0,0,1,0.0,1.0,0.0,5.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,2.0,3,0.6826666666666654,-15.35,85.16666666666667,18.33333333333333,15.5,10.2,88.53333333333335,4,0,0
2019-12-13,3,0,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.646666666666666,-13.75,83.16666666666667,4.5,10.333333333333334,7.266666666666667,88.63333333333333,4,0,0
2019-12-14,0,0,0,0,0,1,0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1,1.9256666666666693,-9.683333333333334,85.16666666666667,21.5,7.166666666666667,44.55,88.28833333333334,5,1,0
2019-12-14,1,0,0,0,0,1,1,1.0,1.0,3.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,5.0,4.0,0.0,7,0.3816666666666666,-6.95,76.33333333333333,22.666666666666668,4.0,56.333333333333336,88.21499999999999,5,1,0
2019-12-14,2,0,0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,0.0,5,13.429666666666668,-10.2,85.16666666666667,22.166666666666668,7.333333333333333,24.100000000000005,88.14999999999999,5,1,0
2019-12-14,3,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.4586666666666666,-14.716666666666669,82.16666666666667,21.0,7.166666666666667,8.9,88.31833333333333,5,1,0
2019-12-15,0,0,0,0,0,1,1,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,3,2.0480000000000005,-11.516666666666666,78.0,21.666666666666668,7.166666666666667,42.91666666666666,88.41833333333334,6,1,0
2019-12-15,1,1,0,1,1,0,1,0.0,1.0,1.0,3.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,7,0.8146666666666664,-11.016666666666666,64.5,20.666666666666668,8.666666666666666,64.4,88.38333333333333,6,1,0
2019-12-15,2,0,0,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,3,2.781666666666666,-14.266666666666666,65.5,14.5,7.5,24.100000000000005,88.455,6,1,0
2019-12-15,3,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,2.609666666666668,-15.1,85.5,26.666666666666668,3.8333333333333335,21.433333333333337,88.29666666666667,6,1,0
2019-12-16,0,1,1,1,1,1,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,13,0.7786666666666668,-15.716666666666669,35.5,27.33333333333333,25.83333333333333,50.96666666666667,88.875,0,0,0
2019-12-16,1,1,1,1,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,2.0,3.0,3.0,5.0,6,0.2029999999999999,-13.366666666666667,33.5,27.166666666666668,22.0,64.4,88.71,0,0,0
2019-12-16,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0,0.1136666666666666,-10.516666666666667,43.5,26.83333333333333,23.0,24.100000000000005,88.68333333333334,0,0,0
2019-12-16,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,9.44,-16.216666666666665,46.16666666666666,23.5,16.166666666666668,24.100000000000005,88.72166666666668,0,0,0
2019-12-17,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,0,2.733666666666667,-6.4,48.333333333333336,21.5,15.333333333333334,44.25,88.69333333333333,1,0,0
2019-12-17,1,0,1,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,2.0,3.0,3.0,11,4.101666666666665,-4.8,54.333333333333336,19.666666666666668,13.666666666666666,64.4,88.28166666666668,1,0,0
2019-12-17,2,1,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6,4.389666666666667,-6.15,44.833333333333336,21.83333333333333,18.33333333333333,24.100000000000005,87.94166666666666,1,0,0
2019-12-17,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.7749999999999999,-8.8,43.333333333333336,27.166666666666668,24.5,24.100000000000005,88.80333333333334,1,0,0
2019-12-18,0,0,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,9,1.8536666666666668,-6.0,47.333333333333336,20.5,17.333333333333332,45.583333333333336,88.15166666666666,2,0,0
2019-12-18,1,0,1,1,1,1,1,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,3.0,9,1.989666666666667,-4.95,70.0,9.166666666666666,6.333333333333333,57.66666666666666,88.045,2,0,0
2019-12-18,2,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,10,0.2829999999999999,-5.233333333333333,81.0,16.666666666666668,4.166666666666667,24.100000000000005,87.79833333333333,2,0,0
2019-12-18,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.2949999999999999,-6.983333333333333,38.0,27.666666666666668,28.666666666666668,24.100000000000005,88.05833333333334,2,0,0
